concept_id,part_of_speech,lemmas,arabizi,english_lemmas,gloss,english_gloss
103460,3,ڭبض,gbD,catch | overhear | take in,NO_GLOSS,"hear, usually without the knowledge of the speakers"
103532,3,عندو,3ndo,have | own | possess,NO_GLOSS,have ownership or possession of
103556,3,عندو,3ndo,have | receive,NO_GLOSS,get something; come into possession of
103679,3,رحّب,r77b,welcome,NO_GLOSS,accept gladly
103684,3,كسب,kseb,obtain,NO_GLOSS,come into possession of
103696,3,قصد,9Sed,seek,NO_GLOSS,try to get or reach
104007,3,جمع,jme3,accumulate | amass | collect | compile | hoard | pile up | roll up,NO_GLOSS,get or gather together
104095,3,شفر,chfer,steal,NO_GLOSS,take without the owner's consent
104106,3,تسلّف,tsllf,borrow,NO_GLOSS,get temporarily
104219,3,ستورد,stowred,import,NO_GLOSS,bring in from abroad
104401,3,تقاعد,t9a3d,retire,NO_GLOSS,go into retirement; stop performing one's work or withdraw from one's position
104523,3,دابز,ddabz,fight | struggle,NO_GLOSS,make a strenuous or labored effort
104562,3,تعاون,t3awn,collaborate | cooperate | get together | join forces,NO_GLOSS,work together on a common enterprise of project
104586,3,حرّر,7arrar,free | liberate | loose | release | unloose | unloosen,NO_GLOSS,grant freedom to; free from confinement
104802,3,قسم,9sem,carve up | dissever | divide | separate | split | split up,NO_GLOSS,separate into parts or portions
104813,3,وحّد,w77ed,unify | unite,NO_GLOSS,act in concert or unite in a common purpose or belief
104874,3,ضرب,drab,bump off | dispatch | hit | murder | off | polish off | remove | slay,NO_GLOSS,kill intentionally and with premeditation
104910,3,تجوج,tjwj,conjoin | espouse | get hitched with | get married | hook up with | marry | wed,NO_GLOSS,take in marriage
104960,3,عاقب,3a9b,penalise | penalize | punish,NO_GLOSS,impose a penalty on; inflict punishment on
105094,3,فشل,fchl,fail | neglect,NO_GLOSS,fail to do something; leave something undone
105098,3,حاول,7awel,assay | attempt | essay | seek | try,NO_GLOSS,make an effort or attempt
105102,3,كافح,kaf7,endeavor | endeavour | strive,NO_GLOSS,attempt by employing effort
105104,3,فحص,f7eS,essay | examine | prove | test | try | try out,NO_GLOSS,"put to the test, as for its quality, or give experimental use to"
105129,3,أتّر,2etter,act upon | influence | work,NO_GLOSS,have and exert influence or effect
105157,3,متاتل,mtatel,obey,NO_GLOSS,be obedient to
105177,3,عاون,3awn,aid | assist | help,NO_GLOSS,give help or assistance; be of service
105193,3,خفّف,khffef,relieve | salvage | salve | save,NO_GLOSS,"save from ruin, destruction, or harm"
105212,3,طوّر,Towwer,advance | boost | encourage | further | promote,NO_GLOSS,contribute to the progress or growth of
105336,3,عالج,3aalj,action | litigate | process | sue,NO_GLOSS,institute legal proceedings against; file a suit against
105457,3,متدّ,mtedd,stretch | stretch along,NO_GLOSS,"occupy a large, elongated area"
105506,3,تحمّل,t7emmel,endure | go | hold out | hold up | last | live | live on | survive,NO_GLOSS,continue to live; endure or last
105573,3,حتاج,7taj,lack | miss,NO_GLOSS,be without
105581,3,برهن,br8en,prove | turn out | turn up,NO_GLOSS,be shown or be found to be
105613,3,تردّد,tredded,hesitate | waffle | waver,NO_GLOSS,pause or hold back in uncertainty or unwillingness
105737,3,ختالف,khtalf,differ,NO_GLOSS,be different
105748,3,هرّس,8rrs,break | go against | violate,NO_GLOSS,fail to agree with; be in violation of; as of rules or patterns
105753,3,جاوب,jawb,answer | do | serve | suffice,NO_GLOSS,"be sufficient; be adequate, either in quality or quantity"
105762,3,حقّق,7e99e9,fulfil | fulfill | live up to | satisfy,NO_GLOSS,fulfil the requirements or expectations of
105878,3,هدّد,8dded,endanger | imperil | jeopardise | jeopardize | menace | peril | threaten,NO_GLOSS,pose a threat to; present a danger to
105918,3,وزن,wzen,weigh,NO_GLOSS,have a certain weight
106250,3,عكس,3kes,reflect | shine,NO_GLOSS,be bright by reflecting or casting light
106321,4,علا,3la,about | approximately | around | close to | just about | more or less | or so | roughly | some,NO_GLOSS,(of quantities) imprecise but fairly close to correct
106537,4,زائد,za2id,additionally | in addition | to boot,NO_GLOSS,by way of addition; furthermore
106632,4,بعد,b3d,after | afterward | afterwards | later | later on | subsequently,NO_GLOSS,happening at a time subsequent to a reference time
106705,4,علا,3la,about | all but | almost | just about | most | near | nearly | nigh | virtually | well-nigh,NO_GLOSS,(of actions or states) slightly short of or not quite accomplished
